Wall time,Step,Value
1533278478.4724166,1,0.7497859001159668
1533278510.4202704,101,0.44816529750823975
1533278551.154035,116,0.5454524755477905
1533278583.351149,216,0.44304585456848145
1533278622.7488549,231,0.49079450964927673
1533278654.8595874,331,0.34458693861961365
1533278693.0499828,346,0.5417016744613647
1533278725.2107592,446,0.2934092879295349
1533278757.322683,461,0.42655766010284424
1533278789.3520024,561,0.2375245839357376
1533278822.5627177,576,0.24148645997047424
1533278854.726328,676,0.3088626265525818
1533278888.297946,691,0.2211214154958725
1533278920.283625,791,0.2340189814567566
1533278953.9673479,806,0.17347785830497742
1533278985.8807273,906,0.29506537318229675
1533279018.9220111,921,0.24992191791534424
1533279050.90488,1021,0.2290983647108078
1533279083.4262283,1036,0.27322643995285034
1533279115.5045722,1136,0.2593194842338562
1533279149.4327505,1151,0.21097713708877563
1533279181.3691576,1251,0.31754207611083984
1533279214.2495034,1266,0.13750742375850677
1533279246.2880769,1366,0.08503253012895584
1533279279.801776,1381,0.1724371761083603
1533279311.930044,1481,0.06521406024694443
1533279345.6328776,1496,0.040736325085163116
1533279377.6675007,1596,0.03087516501545906
1533279410.5574765,1611,0.14188702404499054
1533279442.6110425,1711,0.06811130046844482
1533279476.9509265,1726,0.14517158269882202
1533279508.90896,1826,0.13212892413139343
1533279542.9509597,1841,0.030556540936231613
1533279574.9942398,1941,0.0441756397485733
1533279608.8188207,1956,0.037181753665208817
1533279640.7962375,2056,0.016045406460762024
1533279675.39324,2071,0.007834488525986671
1533279707.3676214,2171,0.008684063330292702
1533279739.8728874,2186,0.20282311737537384
1533279771.771152,2286,0.0046256715431809425
1533279805.8691452,2301,0.0005475424113683403
1533279837.8373055,2401,0.003883838187903166
1533279951.1063404,2416,0.0008470204193145037
1533279982.968932,2516,0.03206838667392731
1533280098.4925356,2531,0.12946665287017822
1533280130.3220136,2631,0.0054315500892698765
1533280228.038185,2646,0.006696708034723997
1533280259.9653416,2746,0.0007850314723327756
1533280395.3886442,2761,0.0005253019626252353
1533280427.198833,2861,0.0002086813619825989
1533280519.6559825,2876,0.0003348702739458531
1533280551.467174,2976,0.00019602355314418674
1533280649.6107442,2991,7.364983321167529e-05
1533280681.5362422,3091,0.0002753341104835272
1533280754.0657225,3106,0.00014309730613604188
1533280785.9542544,3206,0.00024094499531202018
1533280893.2451935,3221,6.85201957821846e-05
1533280925.105516,3321,0.0004122354439459741
1533281022.8009224,3336,5.236065771896392e-05
1533281054.6127627,3436,8.090568735497072e-05
