Wall time,Step,Value
1533281541.6110191,1,0.7279857397079468
1533281573.363309,101,0.6244665384292603
1533281606.0233815,115,0.5828607678413391
1533281637.9812443,215,0.5650237798690796
1533281670.3668447,229,0.5678597688674927
1533281702.325154,329,0.438571035861969
1533281734.4961126,343,0.5073486566543579
1533281766.6138597,443,0.30148908495903015
1533281811.635537,457,0.4028293788433075
1533281843.711408,557,0.24527870118618011
1533281965.5285945,571,0.3619339168071747
1533281997.4437602,671,0.18370449542999268
1533282079.0663157,685,0.19971749186515808
1533282110.9861612,785,0.16058754920959473
1533282215.706941,799,0.18310865759849548
1533282247.6088595,899,0.1816333830356598
1533282377.4154727,913,0.18474915623664856
1533282409.2918682,1013,0.15579327940940857
1533282575.5221229,1027,0.23156259953975677
1533282607.3964264,1127,0.14150109887123108
1533282737.4180694,1141,0.15878553688526154
1533282769.2736804,1241,0.1399383693933487
1533282810.0432165,1255,0.1647787094116211
1533282841.9749196,1355,0.15417560935020447
1533282872.430675,1369,0.152888685464859
1533282904.4592497,1469,0.08316560089588165
1533282935.678885,1483,0.13632142543792725
1533282967.677768,1583,0.2075069546699524
1533282998.5473924,1597,0.10653549432754517
1533283030.5128071,1697,0.34681981801986694
1533283060.9709182,1711,0.03359333425760269
1533283092.9480257,1811,0.00799525622278452
1533283124.054728,1825,0.014334136620163918
1533283156.0507615,1925,0.0036064444575458765
1533283186.9746969,1939,0.0012648726115003228
1533283219.05508,2039,0.013261891901493073
1533283249.313321,2053,0.020555289462208748
1533283281.243742,2153,0.0016860507894307375
1533283311.5688393,2167,0.0006700244848616421
1533283343.479842,2267,0.058979302644729614
1533283373.5922658,2281,0.0855737179517746
1533283405.63573,2381,0.0042503587901592255
1533283436.3794973,2395,0.0010585470590740442
1533283468.3010483,2495,0.00536378612741828
1533283498.501818,2509,0.0023035670164972544
1533283530.4696867,2609,0.0004872443969361484
1533283560.7345364,2623,0.0009906732011586428
1533283592.6583192,2723,0.0019302155124023557
1533283622.167632,2737,0.003713407553732395
1533283654.1846154,2837,0.00020904370467178524
1533283684.7316363,2851,3.425131581025198e-05
1533283716.6810133,2951,0.0012293924810364842
1533283747.4124932,2965,0.0007082504453137517
1533283779.3325624,3065,0.0001933591702254489
1533283809.5388892,3079,0.00012337839871179312
1533283841.484362,3179,4.359165541245602e-05
1533283871.7332513,3193,9.391451749252155e-05
1533283903.6640275,3293,9.07069697859697e-05
1533283933.4633663,3307,9.1498252004385e-05
1533283965.4750645,3407,0.00019049298134632409
